,buy,sell
540,3.453780000000002,3.1957200000000014
541,3.453780000000002,3.1957200000000014
542,3.453780000000002,3.1957200000000014
543,3.453780000000002,3.1957200000000014
544,3.453780000000002,3.1957200000000014
545,3.453780000000002,
546,3.453780000000002,3.1957200000000014
547,3.453780000000002,3.1957200000000014
548,3.453780000000002,
549,3.453780000000002,3.1957200000000014
550,3.453780000000002,3.1957200000000014
551,3.453780000000002,
552,3.453780000000002,3.1957200000000014
553,3.453780000000002,
554,,3.1957200000000014
555,3.453780000000002,
556,3.453780000000002,
557,,
558,3.453780000000002,
559,3.453780000000002,
560,,3.1957200000000014
561,,
562,,3.1957200000000014
563,,
564,,3.1957200000000014
565,,3.1957200000000014
566,,
567,,3.1957200000000014
568,,
569,,3.1957200000000014
570,,
571,,
572,,
573,,
574,,
575,,
576,,
577,,
578,,
579,1.1272800000000005,
580,,
581,,
582,,
583,,
584,,
585,,
586,,
587,,
588,,
589,,
590,,
591,,
592,,
593,,
594,,
595,,
596,,
597,,
598,,
599,,
600,,
601,,
602,,
603,,
604,,
605,,
606,,
607,,
608,,
609,,
610,,
611,,
612,,
613,,
614,,
615,,
616,,
617,,
618,,
619,,
620,,
621,,
622,,
623,,
624,,
625,,
626,,
627,,
628,,
629,,
630,,
631,,
632,,
633,,
634,,
635,,
636,,
637,,
638,,
639,,
640,,
641,,
642,,
643,,
644,,
645,,
646,,
647,,
648,,
649,,
650,,
651,,
652,,
653,,
654,,
655,,
656,,
657,,
658,,
659,,
660,,
661,,
662,,
663,,
664,,
665,,
666,,
667,,
668,,
669,,
670,,
671,,
672,,
673,,
674,,
675,,
676,,
677,,
678,,
679,,
680,,
681,,
682,,
683,,
684,,
685,,
686,,
687,,
688,,
689,,
690,,
691,,
692,,
693,,
694,,
695,,
696,,
697,,
698,,
699,,
700,,
701,,
702,,
703,,
704,,
705,,
706,,
707,,
708,,
709,,
710,,
711,,
712,,
713,,
714,,
715,,
716,,
717,,
718,,
719,,
